"id","facility_name","hours_type","productive_hours"
18888,"CHAPMAN MEDICAL CENTER","Management & Supervision",74627
18889,"CHAPMAN MEDICAL CENTER","Technician & Specialist",117965
18890,"CHAPMAN MEDICAL CENTER","Registered Nurse",114383
18891,"CHAPMAN MEDICAL CENTER","Licensed Vocational Nurse",56830
18892,"CHAPMAN MEDICAL CENTER","Aides & Orderlies",69612
18893,"CHAPMAN MEDICAL CENTER","Clerical & Other Administrative",132340
18894,"CHAPMAN MEDICAL CENTER","Environmental & Food Services",26425
18895,"CHAPMAN MEDICAL CENTER","Other",0
18896,"CHAPMAN MEDICAL CENTER","Contracted Registry Nursing",7132
18897,"CHAPMAN MEDICAL CENTER","Contracted Other",1902
18898,"CHAPMAN MEDICAL CENTER","Daily Cost Centers",230077
18899,"CHAPMAN MEDICAL CENTER","Ambulatory Cost Centers",51446
18900,"CHAPMAN MEDICAL CENTER","Ancillary Cost Centers",111410
18901,"CHAPMAN MEDICAL CENTER","Education Cost Centers",0
18902,"CHAPMAN MEDICAL CENTER","General Services Cost Centers",76955
18903,"CHAPMAN MEDICAL CENTER","Fiscal Services Cost Centers",64328
18904,"CHAPMAN MEDICAL CENTER","Administrative Services Cost Centers",67000
18905,"COLLEGE HOSPITAL COSTA MESA","Management & Supervision",42240
18906,"COLLEGE HOSPITAL COSTA MESA","Technician & Specialist",159391
18907,"COLLEGE HOSPITAL COSTA MESA","Registered Nurse",139879
18908,"COLLEGE HOSPITAL COSTA MESA","Licensed Vocational Nurse",60684
18909,"COLLEGE HOSPITAL COSTA MESA","Aides & Orderlies",104590
18910,"COLLEGE HOSPITAL COSTA MESA","Clerical & Other Administrative",68563
18911,"COLLEGE HOSPITAL COSTA MESA","Environmental & Food Services",9874
18912,"COLLEGE HOSPITAL COSTA MESA","Other",4
18913,"COLLEGE HOSPITAL COSTA MESA","Contracted Registry Nursing",0
18914,"COLLEGE HOSPITAL COSTA MESA","Contracted Other",0
18915,"COLLEGE HOSPITAL COSTA MESA","Daily Cost Centers",291968
18916,"COLLEGE HOSPITAL COSTA MESA","Ambulatory Cost Centers",48766
18917,"COLLEGE HOSPITAL COSTA MESA","Ancillary Cost Centers",67222
18918,"COLLEGE HOSPITAL COSTA MESA","Education Cost Centers",0
18919,"COLLEGE HOSPITAL COSTA MESA","General Services Cost Centers",68122
18920,"COLLEGE HOSPITAL COSTA MESA","Fiscal Services Cost Centers",37938
18921,"COLLEGE HOSPITAL COSTA MESA","Administrative Services Cost Centers",71209
18922,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Management & Supervision",122392
18923,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Technician & Specialist",575523
18924,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Registered Nurse",1092963
18925,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Licensed Vocational Nurse",19096
18926,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Aides & Orderlies",192726
18927,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Clerical & Other Administrative",389463
18928,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Environmental & Food Services",23957
18929,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Other",0
18930,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Contracted Registry Nursing",109594
18931,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Contracted Other",0
18932,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Daily Cost Centers",1103132
18933,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Ambulatory Cost Centers",129419
18934,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Ancillary Cost Centers",809759
18935,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Education Cost Centers",0
18936,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","General Services Cost Centers",220073
18937,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Fiscal Services Cost Centers",62355
18938,"FOUNTAIN VALLEY REGIONAL HOSPITAL& MEDICAL CENTER - EUCLID","Administrative Services Cost Centers",200976
18939,"WESTERN MEDICAL CENTER - ANAHEIM","Management & Supervision",73679
18940,"WESTERN MEDICAL CENTER - ANAHEIM","Technician & Specialist",183499
18941,"WESTERN MEDICAL CENTER - ANAHEIM","Registered Nurse",328028
18942,"WESTERN MEDICAL CENTER - ANAHEIM","Licensed Vocational Nurse",47386
18943,"WESTERN MEDICAL CENTER - ANAHEIM","Aides & Orderlies",85777
18944,"WESTERN MEDICAL CENTER - ANAHEIM","Clerical & Other Administrative",206899
18945,"WESTERN MEDICAL CENTER - ANAHEIM","Environmental & Food Services",44309
18946,"WESTERN MEDICAL CENTER - ANAHEIM","Other",0
18947,"WESTERN MEDICAL CENTER - ANAHEIM","Contracted Registry Nursing",8137
18948,"WESTERN MEDICAL CENTER - ANAHEIM","Contracted Other",2517
18949,"WESTERN MEDICAL CENTER - ANAHEIM","Daily Cost Centers",463040
18950,"WESTERN MEDICAL CENTER - ANAHEIM","Ambulatory Cost Centers",93608
18951,"WESTERN MEDICAL CENTER - ANAHEIM","Ancillary Cost Centers",131873
18952,"WESTERN MEDICAL CENTER - ANAHEIM","Education Cost Centers",0
18953,"WESTERN MEDICAL CENTER - ANAHEIM","General Services Cost Centers",109046
18954,"WESTERN MEDICAL CENTER - ANAHEIM","Fiscal Services Cost Centers",96397
18955,"WESTERN MEDICAL CENTER - ANAHEIM","Administrative Services Cost Centers",86267
18956,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Management & Supervision",700853
18957,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Technician & Specialist",1869590
18958,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Registered Nurse",1842265
18959,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Licensed Vocational Nurse",1605
18960,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Aides & Orderlies",561371
18961,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Clerical & Other Administrative",1172473
18962,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Environmental & Food Services",0
18963,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Other",1242434
18964,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Contracted Registry Nursing",907
18965,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Contracted Other",38323
18966,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Daily Cost Centers",1815689
18967,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Ambulatory Cost Centers",428858
18968,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Ancillary Cost Centers",2463647
18969,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Education Cost Centers",0
18970,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","General Services Cost Centers",1605543
18971,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Fiscal Services Cost Centers",413736
18972,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","Administrative Services Cost Centers",699591
18973,"HUNTINGTON BEACH HOSPITAL","Management & Supervision",60842
18974,"HUNTINGTON BEACH HOSPITAL","Technician & Specialist",144340
18975,"HUNTINGTON BEACH HOSPITAL","Registered Nurse",194148
18976,"HUNTINGTON BEACH HOSPITAL","Licensed Vocational Nurse",31140
18977,"HUNTINGTON BEACH HOSPITAL","Aides & Orderlies",48517
18978,"HUNTINGTON BEACH HOSPITAL","Clerical & Other Administrative",114713
18979,"HUNTINGTON BEACH HOSPITAL","Environmental & Food Services",64812
18980,"HUNTINGTON BEACH HOSPITAL","Other",0
18981,"HUNTINGTON BEACH HOSPITAL","Contracted Registry Nursing",14293
18982,"HUNTINGTON BEACH HOSPITAL","Contracted Other",1152
18983,"HUNTINGTON BEACH HOSPITAL","Daily Cost Centers",228736
18984,"HUNTINGTON BEACH HOSPITAL","Ambulatory Cost Centers",84084
18985,"HUNTINGTON BEACH HOSPITAL","Ancillary Cost Centers",130881
18986,"HUNTINGTON BEACH HOSPITAL","Education Cost Centers",0
18987,"HUNTINGTON BEACH HOSPITAL","General Services Cost Centers",123604
18988,"HUNTINGTON BEACH HOSPITAL","Fiscal Services Cost Centers",42586
18989,"HUNTINGTON BEACH HOSPITAL","Administrative Services Cost Centers",64066
18990,"LA PALMA INTERCOMMUNITY HOSPITAL","Management & Supervision",49958
18991,"LA PALMA INTERCOMMUNITY HOSPITAL","Technician & Specialist",137486
18992,"LA PALMA INTERCOMMUNITY HOSPITAL","Registered Nurse",218574
18993,"LA PALMA INTERCOMMUNITY HOSPITAL","Licensed Vocational Nurse",23496
18994,"LA PALMA INTERCOMMUNITY HOSPITAL","Aides & Orderlies",26685
18995,"LA PALMA INTERCOMMUNITY HOSPITAL","Clerical & Other Administrative",115218
18996,"LA PALMA INTERCOMMUNITY HOSPITAL","Environmental & Food Services",62708
18997,"LA PALMA INTERCOMMUNITY HOSPITAL","Other",1969
18998,"LA PALMA INTERCOMMUNITY HOSPITAL","Contracted Registry Nursing",8054
18999,"LA PALMA INTERCOMMUNITY HOSPITAL","Contracted Other",252
19000,"LA PALMA INTERCOMMUNITY HOSPITAL","Daily Cost Centers",228940
19001,"LA PALMA INTERCOMMUNITY HOSPITAL","Ambulatory Cost Centers",57314
19002,"LA PALMA INTERCOMMUNITY HOSPITAL","Ancillary Cost Centers",137100
19003,"LA PALMA INTERCOMMUNITY HOSPITAL","Education Cost Centers",0
19004,"LA PALMA INTERCOMMUNITY HOSPITAL","General Services Cost Centers",127644
19005,"LA PALMA INTERCOMMUNITY HOSPITAL","Fiscal Services Cost Centers",39021
19006,"LA PALMA INTERCOMMUNITY HOSPITAL","Administrative Services Cost Centers",54381
19007,"LOS ALAMITOS MEDICAL CENTER","Management & Supervision",115754
19008,"LOS ALAMITOS MEDICAL CENTER","Technician & Specialist",333909
19009,"LOS ALAMITOS MEDICAL CENTER","Registered Nurse",553542
19010,"LOS ALAMITOS MEDICAL CENTER","Licensed Vocational Nurse",12645
19011,"LOS ALAMITOS MEDICAL CENTER","Aides & Orderlies",117150
19012,"LOS ALAMITOS MEDICAL CENTER","Clerical & Other Administrative",296313
19013,"LOS ALAMITOS MEDICAL CENTER","Environmental & Food Services",14275
19014,"LOS ALAMITOS MEDICAL CENTER","Other",12429
19015,"LOS ALAMITOS MEDICAL CENTER","Contracted Registry Nursing",33383
19016,"LOS ALAMITOS MEDICAL CENTER","Contracted Other",0
19017,"LOS ALAMITOS MEDICAL CENTER","Daily Cost Centers",534466
19018,"LOS ALAMITOS MEDICAL CENTER","Ambulatory Cost Centers",101911
19019,"LOS ALAMITOS MEDICAL CENTER","Ancillary Cost Centers",515718
19020,"LOS ALAMITOS MEDICAL CENTER","Education Cost Centers",0
19021,"LOS ALAMITOS MEDICAL CENTER","General Services Cost Centers",85158
19022,"LOS ALAMITOS MEDICAL CENTER","Fiscal Services Cost Centers",98377
19023,"LOS ALAMITOS MEDICAL CENTER","Administrative Services Cost Centers",153770
19024,"COASTAL COMMUNITIES HOSPITAL","Management & Supervision",63713
19025,"COASTAL COMMUNITIES HOSPITAL","Technician & Specialist",147465
19026,"COASTAL COMMUNITIES HOSPITAL","Registered Nurse",259469
19027,"COASTAL COMMUNITIES HOSPITAL","Licensed Vocational Nurse",69863
19028,"COASTAL COMMUNITIES HOSPITAL","Aides & Orderlies",101682
19029,"COASTAL COMMUNITIES HOSPITAL","Clerical & Other Administrative",131862
19030,"COASTAL COMMUNITIES HOSPITAL","Environmental & Food Services",35546
19031,"COASTAL COMMUNITIES HOSPITAL","Other",0
19032,"COASTAL COMMUNITIES HOSPITAL","Contracted Registry Nursing",11057
19033,"COASTAL COMMUNITIES HOSPITAL","Contracted Other",1406
19034,"COASTAL COMMUNITIES HOSPITAL","Daily Cost Centers",368921
19035,"COASTAL COMMUNITIES HOSPITAL","Ambulatory Cost Centers",44094
19036,"COASTAL COMMUNITIES HOSPITAL","Ancillary Cost Centers",189510
19037,"COASTAL COMMUNITIES HOSPITAL","Education Cost Centers",0
19038,"COASTAL COMMUNITIES HOSPITAL","General Services Cost Centers",93229
19039,"COASTAL COMMUNITIES HOSPITAL","Fiscal Services Cost Centers",45334
19040,"COASTAL COMMUNITIES HOSPITAL","Administrative Services Cost Centers",80975
19041,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Management & Supervision",438714
19042,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Technician & Specialist",768195
19043,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Registered Nurse",1158550
19044,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Licensed Vocational Nurse",14116
19045,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Aides & Orderlies",370682
19046,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Clerical & Other Administrative",540766
19047,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Environmental & Food Services",330847
19048,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Other",284429
19049,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Contracted Registry Nursing",133082
19050,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Contracted Other",56297
19051,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Daily Cost Centers",1238222
19052,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Ambulatory Cost Centers",301131
19053,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Ancillary Cost Centers",1002842
19054,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Education Cost Centers",1832
19055,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","General Services Cost Centers",823421
19056,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Fiscal Services Cost Centers",246392
19057,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Administrative Services Cost Centers",481838
19058,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Management & Supervision",725816
19059,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Technician & Specialist",2041094
19060,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Registered Nurse",1702872
19061,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Licensed Vocational Nurse",10953
19062,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Aides & Orderlies",435849
19063,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Clerical & Other Administrative",1465475
19064,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Environmental & Food Services",516062
19065,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Other",36056
19066,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Contracted Registry Nursing",138127
19067,"ST. JUDE MEDICAL CENTER","Management & Supervision",455232
19068,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Contracted Other",68760
19069,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Daily Cost Centers",1764201
19070,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Ambulatory Cost Centers",1011711
19071,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Ancillary Cost Centers",1653096
19072,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Education Cost Centers",0
19073,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","General Services Cost Centers",1483241
19074,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Fiscal Services Cost Centers",609874
19075,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Administrative Services Cost Centers",618941
19076,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Management & Supervision",64894
19077,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Technician & Specialist",217074
19078,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Registered Nurse",366461
19079,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Licensed Vocational Nurse",43224
19080,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Aides & Orderlies",41071
19081,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Clerical & Other Administrative",171289
19082,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Environmental & Food Services",84338
19083,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Other",25561
19084,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Contracted Registry Nursing",16219
19085,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Contracted Other",816
19086,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Daily Cost Centers",353496
19087,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Ambulatory Cost Centers",72545
19088,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Ancillary Cost Centers",252439
19089,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Education Cost Centers",0
19090,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","General Services Cost Centers",189273
19091,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Fiscal Services Cost Centers",71574
19092,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Administrative Services Cost Centers",91620
19093,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Management & Supervision",56582
19094,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Technician & Specialist",174712
19095,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Registered Nurse",238269
19096,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Licensed Vocational Nurse",4713
19097,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Aides & Orderlies",41818
19098,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Clerical & Other Administrative",106210
19099,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Environmental & Food Services",47730
19100,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Other",37
19101,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Contracted Registry Nursing",14183
19102,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Contracted Other",50
19103,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Daily Cost Centers",182648
19104,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Ambulatory Cost Centers",66634
19105,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Ancillary Cost Centers",234369
19106,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Education Cost Centers",0
19107,"PLACENTIA-LINDA COMMUNITY HOSPITAL","General Services Cost Centers",92336
19108,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Fiscal Services Cost Centers",30876
19109,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Administrative Services Cost Centers",77441
19110,"NEWPORT BAY HOSPITAL","Management & Supervision",12072
19111,"NEWPORT BAY HOSPITAL","Technician & Specialist",0
19112,"NEWPORT BAY HOSPITAL","Registered Nurse",0
19113,"NEWPORT BAY HOSPITAL","Licensed Vocational Nurse",0
19114,"NEWPORT BAY HOSPITAL","Aides & Orderlies",0
19115,"NEWPORT BAY HOSPITAL","Clerical & Other Administrative",15438
19116,"NEWPORT BAY HOSPITAL","Environmental & Food Services",14999
19117,"NEWPORT BAY HOSPITAL","Other",0
19118,"NEWPORT BAY HOSPITAL","Contracted Registry Nursing",0
19119,"NEWPORT BAY HOSPITAL","Contracted Other",0
19120,"NEWPORT BAY HOSPITAL","Daily Cost Centers",0
19121,"NEWPORT BAY HOSPITAL","Ambulatory Cost Centers",0
19122,"NEWPORT BAY HOSPITAL","Ancillary Cost Centers",0
19123,"NEWPORT BAY HOSPITAL","Education Cost Centers",0
19124,"NEWPORT BAY HOSPITAL","General Services Cost Centers",19071
19125,"NEWPORT BAY HOSPITAL","Fiscal Services Cost Centers",9961
19126,"NEWPORT BAY HOSPITAL","Administrative Services Cost Centers",13477
19127,"SADDLEBACK MEMORIAL MEDICAL CENTER","Management & Supervision",194325
19128,"SADDLEBACK MEMORIAL MEDICAL CENTER","Technician & Specialist",796237
19129,"SADDLEBACK MEMORIAL MEDICAL CENTER","Registered Nurse",1035090
19130,"SADDLEBACK MEMORIAL MEDICAL CENTER","Licensed Vocational Nurse",4260
19131,"SADDLEBACK MEMORIAL MEDICAL CENTER","Aides & Orderlies",212450
19132,"SADDLEBACK MEMORIAL MEDICAL CENTER","Clerical & Other Administrative",650859
19133,"SADDLEBACK MEMORIAL MEDICAL CENTER","Environmental & Food Services",287954
19134,"SADDLEBACK MEMORIAL MEDICAL CENTER","Other",321600
19135,"SADDLEBACK MEMORIAL MEDICAL CENTER","Contracted Registry Nursing",38672
19136,"SADDLEBACK MEMORIAL MEDICAL CENTER","Contracted Other",13270
19137,"SADDLEBACK MEMORIAL MEDICAL CENTER","Daily Cost Centers",954989
19138,"SADDLEBACK MEMORIAL MEDICAL CENTER","Ambulatory Cost Centers",419877
19139,"SADDLEBACK MEMORIAL MEDICAL CENTER","Ancillary Cost Centers",888747
19140,"SADDLEBACK MEMORIAL MEDICAL CENTER","Education Cost Centers",1548
19141,"SADDLEBACK MEMORIAL MEDICAL CENTER","General Services Cost Centers",580733
19142,"SADDLEBACK MEMORIAL MEDICAL CENTER","Fiscal Services Cost Centers",173584
19143,"SADDLEBACK MEMORIAL MEDICAL CENTER","Administrative Services Cost Centers",301520
19144,"ST. JOSEPH HOSPITAL - ORANGE","Management & Supervision",543433
19145,"ST. JOSEPH HOSPITAL - ORANGE","Technician & Specialist",1526252
19146,"ST. JOSEPH HOSPITAL - ORANGE","Registered Nurse",1502282
19147,"ST. JOSEPH HOSPITAL - ORANGE","Licensed Vocational Nurse",32655
19148,"ST. JOSEPH HOSPITAL - ORANGE","Aides & Orderlies",598378
19149,"ST. JOSEPH HOSPITAL - ORANGE","Clerical & Other Administrative",1021763
19150,"ST. JOSEPH HOSPITAL - ORANGE","Environmental & Food Services",470030
19151,"ST. JOSEPH HOSPITAL - ORANGE","Other",0
19152,"ST. JOSEPH HOSPITAL - ORANGE","Contracted Registry Nursing",25440
19153,"ST. JOSEPH HOSPITAL - ORANGE","Contracted Other",12669
19154,"ST. JOSEPH HOSPITAL - ORANGE","Daily Cost Centers",1103078
