"id","facility_name","county_name","productive_hours","productive_hours_per_adjusted_patient_day"
21274,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21275,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21276,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21277,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21278,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21279,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21280,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21281,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21282,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21283,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21284,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21285,"ATASCADERO STATE HOSPITAL","San Luis Obispo",0,0.0
21286,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21287,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21288,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21289,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21290,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21291,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21292,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21293,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21294,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21295,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21296,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21297,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21298,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21299,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21300,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21301,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21302,"SAN LUIS OBISPO COUNTY - PHF","San Luis Obispo",0,0.0
21303,"SAN MATEO MEDICAL CENTER","San Mateo",111132,0.41
21304,"SAN MATEO MEDICAL CENTER","San Mateo",308651,1.13
21305,"SAN MATEO MEDICAL CENTER","San Mateo",396432,1.45
21306,"SAN MATEO MEDICAL CENTER","San Mateo",114622,0.42
21307,"SAN MATEO MEDICAL CENTER","San Mateo",362533,1.32
21308,"SAN MATEO MEDICAL CENTER","San Mateo",440457,1.61
21309,"SAN MATEO MEDICAL CENTER","San Mateo",107727,0.39
21310,"SAN MATEO MEDICAL CENTER","San Mateo",443374,1.62
21311,"SAN MATEO MEDICAL CENTER","San Mateo",55580,0.2
21312,"SAN MATEO MEDICAL CENTER","San Mateo",5811,0.02
21313,"SAN MATEO MEDICAL CENTER","San Mateo",760059,2.77
21314,"SAN MATEO MEDICAL CENTER","San Mateo",701316,2.56
21315,"SAN MATEO MEDICAL CENTER","San Mateo",274344,1.0
21316,"SAN MATEO MEDICAL CENTER","San Mateo",38195,0.14
21317,"SAN MATEO MEDICAL CENTER","San Mateo",299233,1.09
21318,"SAN MATEO MEDICAL CENTER","San Mateo",127482,0.47
21319,"SAN MATEO MEDICAL CENTER","San Mateo",145690,0.53
21320,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",0,0.0
21321,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",0,0.0
21322,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",441822,14.86
21323,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",5550,0.19
21324,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",64091,2.16
21325,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",0,0.0
21326,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",0,0.0
21327,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",788972,26.54
21328,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",29659,1.0
21329,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",2734,0.09
21330,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",515182,17.33
21331,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",66089,2.22
21332,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",143918,4.84
21333,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",0,0.0
21334,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",289081,9.72
21335,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",41353,1.39
21336,"KAISER FOUNDATION HOSPITAL - REDWOOD CITY","San Mateo",272995,9.18
21337,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",0,0.0
21338,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",0,0.0
21339,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",314378,14.3
21340,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",4022,0.18
21341,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",64477,2.93
21342,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",0,0.0
21343,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",0,0.0
21344,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",674088,30.65
21345,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",16824,0.77
21346,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",676,0.03
21347,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",355236,16.15
21348,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",49842,2.27
21349,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",117804,5.36
21350,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",0,0.0
21351,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",274832,12.5
21352,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",19154,0.87
21353,"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","San Mateo",251534,11.44
21354,"SETON MEDICAL CENTER","San Mateo",142085,1.03
21355,"SETON MEDICAL CENTER","San Mateo",584902,4.26
21356,"SETON MEDICAL CENTER","San Mateo",647400,4.72
21357,"SETON MEDICAL CENTER","San Mateo",78840,0.57
21358,"SETON MEDICAL CENTER","San Mateo",231531,1.69
21359,"SETON MEDICAL CENTER","San Mateo",350418,2.55
21360,"SETON MEDICAL CENTER","San Mateo",224262,1.63
21361,"SETON MEDICAL CENTER","San Mateo",0,0.0
21362,"SETON MEDICAL CENTER","San Mateo",1643,0.01
21363,"SETON MEDICAL CENTER","San Mateo",83279,0.61
21364,"SETON MEDICAL CENTER","San Mateo",782009,5.7
21365,"SETON MEDICAL CENTER","San Mateo",115246,0.84
21366,"SETON MEDICAL CENTER","San Mateo",620472,4.52
21367,"SETON MEDICAL CENTER","San Mateo",0,0.0
21368,"SETON MEDICAL CENTER","San Mateo",417705,3.04
21369,"SETON MEDICAL CENTER","San Mateo",69384,0.51
21370,"SETON MEDICAL CENTER","San Mateo",326357,2.38
21371,"PENINSULA MEDICAL CENTER","San Mateo",237815,1.76
21372,"PENINSULA MEDICAL CENTER","San Mateo",801405,5.92
21373,"PENINSULA MEDICAL CENTER","San Mateo",770492,5.69
21374,"PENINSULA MEDICAL CENTER","San Mateo",35724,0.26
21375,"PENINSULA MEDICAL CENTER","San Mateo",186689,1.38
21376,"PENINSULA MEDICAL CENTER","San Mateo",693953,5.13
21377,"PENINSULA MEDICAL CENTER","San Mateo",336551,2.49
21378,"PENINSULA MEDICAL CENTER","San Mateo",9447,0.07
21379,"PENINSULA MEDICAL CENTER","San Mateo",75512,0.56
21380,"PENINSULA MEDICAL CENTER","San Mateo",9212,0.07
21381,"PENINSULA MEDICAL CENTER","San Mateo",751480,5.55
21382,"PENINSULA MEDICAL CENTER","San Mateo",281892,2.08
21383,"PENINSULA MEDICAL CENTER","San Mateo",892454,6.6
21384,"PENINSULA MEDICAL CENTER","San Mateo",0,0.0
21385,"PENINSULA MEDICAL CENTER","San Mateo",634341,4.69
21386,"PENINSULA MEDICAL CENTER","San Mateo",154615,1.14
21387,"PENINSULA MEDICAL CENTER","San Mateo",442018,3.27
21388,"SEQUOIA HOSPITAL","San Mateo",119171,2.63
21389,"SEQUOIA HOSPITAL","San Mateo",374313,8.27
21390,"SEQUOIA HOSPITAL","San Mateo",417371,9.22
21391,"SEQUOIA HOSPITAL","San Mateo",7244,0.16
21392,"SEQUOIA HOSPITAL","San Mateo",42864,0.95
21393,"SEQUOIA HOSPITAL","San Mateo",164379,3.63
21394,"SEQUOIA HOSPITAL","San Mateo",132977,2.94
21395,"SEQUOIA HOSPITAL","San Mateo",24209,0.53
21396,"SEQUOIA HOSPITAL","San Mateo",3148,0.07
21397,"SEQUOIA HOSPITAL","San Mateo",0,0.0
21398,"SEQUOIA HOSPITAL","San Mateo",345085,7.62
21399,"SEQUOIA HOSPITAL","San Mateo",43030,0.95
21400,"SEQUOIA HOSPITAL","San Mateo",427572,9.44
21401,"SEQUOIA HOSPITAL","San Mateo",0,0.0
21402,"SEQUOIA HOSPITAL","San Mateo",265945,5.87
21403,"SEQUOIA HOSPITAL","San Mateo",43472,0.96
21404,"SEQUOIA HOSPITAL","San Mateo",158980,3.51
21405,"MENLO PARK SURGICAL HOSPITAL","San Mateo",12032,9.67
21406,"MENLO PARK SURGICAL HOSPITAL","San Mateo",13087,10.52
21407,"MENLO PARK SURGICAL HOSPITAL","San Mateo",30164,24.25
21408,"MENLO PARK SURGICAL HOSPITAL","San Mateo",0,0.0
21409,"MENLO PARK SURGICAL HOSPITAL","San Mateo",0,0.0
21410,"MENLO PARK SURGICAL HOSPITAL","San Mateo",16441,13.22
21411,"MENLO PARK SURGICAL HOSPITAL","San Mateo",4866,3.91
21412,"MENLO PARK SURGICAL HOSPITAL","San Mateo",152,0.12
21413,"MENLO PARK SURGICAL HOSPITAL","San Mateo",1763,1.42
21414,"MENLO PARK SURGICAL HOSPITAL","San Mateo",2055,1.65
21415,"MENLO PARK SURGICAL HOSPITAL","San Mateo",5929,4.77
21416,"MENLO PARK SURGICAL HOSPITAL","San Mateo",9155,7.36
21417,"MENLO PARK SURGICAL HOSPITAL","San Mateo",33591,27.0
21418,"MENLO PARK SURGICAL HOSPITAL","San Mateo",0,0.0
21419,"MENLO PARK SURGICAL HOSPITAL","San Mateo",10701,8.6
21420,"MENLO PARK SURGICAL HOSPITAL","San Mateo",9088,7.31
21421,"MENLO PARK SURGICAL HOSPITAL","San Mateo",12096,9.72
21422,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",29909,1.2
21423,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",108493,4.36
21424,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",138928,5.58
21425,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",29825,1.2
21426,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",89685,3.6
21427,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",60223,2.42
21428,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",63810,2.56
21429,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",6302,0.25
21430,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",6884,0.28
21431,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",0,0.0
21432,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",184688,7.42
21433,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",53234,2.14
21434,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",171690,6.89
21435,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",0,0.0
21436,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",93713,3.76
21437,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",15739,0.63
21438,"GOLETA VALLEY COTTAGE HOSPITAL","Santa Barbara",14995,0.6
21439,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",65139,0.74
21440,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",159863,1.81
21441,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",116097,1.32
21442,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",21062,0.24
21443,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",81722,0.93
21444,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",157862,1.79
21445,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",110829,1.26
21446,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",3437,0.04
21447,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",28348,0.32
21448,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",5103,0.06
21449,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",218769,2.48
21450,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",42279,0.48
21451,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",159702,1.81
21452,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",0,0.0
21453,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",195979,2.22
21454,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",46678,0.53
21455,"LOMPOC VALLEY MEDICAL CENTER","Santa Barbara",86055,0.98
21456,"MARIAN MEDICAL CENTER","Santa Barbara",193666,1.81
21457,"MARIAN MEDICAL CENTER","Santa Barbara",489324,4.58
21458,"MARIAN MEDICAL CENTER","Santa Barbara",631246,5.91
21459,"MARIAN MEDICAL CENTER","Santa Barbara",94799,0.89
21460,"MARIAN MEDICAL CENTER","Santa Barbara",210524,1.97
21461,"MARIAN MEDICAL CENTER","Santa Barbara",381291,3.57
21462,"MARIAN MEDICAL CENTER","Santa Barbara",163993,1.53
21463,"MARIAN MEDICAL CENTER","Santa Barbara",6605,0.06
21464,"MARIAN MEDICAL CENTER","Santa Barbara",46575,0.44
21465,"MARIAN MEDICAL CENTER","Santa Barbara",108534,1.02
21466,"MARIAN MEDICAL CENTER","Santa Barbara",604593,5.66
21467,"MARIAN MEDICAL CENTER","Santa Barbara",406661,3.81
21468,"MARIAN MEDICAL CENTER","Santa Barbara",481618,4.51
21469,"MARIAN MEDICAL CENTER","Santa Barbara",0,0.0
21470,"MARIAN MEDICAL CENTER","Santa Barbara",399340,3.74
21471,"MARIAN MEDICAL CENTER","Santa Barbara",151053,1.41
21472,"MARIAN MEDICAL CENTER","Santa Barbara",281718,2.64
21473,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",233436,2.06
21474,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",937070,8.27
21475,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",1196091,10.56
21476,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",26732,0.24
21477,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",345866,3.05
21478,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",566606,5.0
21479,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",443473,3.91
21480,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",194302,1.71
21481,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",103945,0.92
21482,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",0,0.0
21483,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",1292962,11.41
21484,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",289720,2.56
21485,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",979235,8.64
21486,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",145750,1.29
21487,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",794929,7.01
21488,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",146835,1.3
21489,"SANTA BARBARA COTTAGE HOSPITAL","Santa Barbara",398090,3.51
21490,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",3712,0.78
21491,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",41395,8.71
21492,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",34356,7.23
21493,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",3645,0.77
21494,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",11087,2.33
21495,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",14166,2.98
21496,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",9142,1.92
21497,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",0,0.0
21498,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",2906,0.61
21499,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",0,0.0
21500,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",21280,4.48
21501,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",25241,5.31
21502,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",45462,9.56
21503,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",0,0.0
21504,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",11437,2.41
21505,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",7530,1.58
21506,"SANTA YNEZ VALLEY COTTAGE HOSPITAL","Santa Barbara",9459,1.99
21507,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",1788,0.4
21508,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",29466,6.52
21509,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",28966,6.41
21510,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21511,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21512,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",2138,0.47
21513,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21514,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",11484,2.54
21515,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21516,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21517,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",73842,16.34
21518,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21519,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21520,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21521,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21522,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21523,"SANTA BARBARA PSYCHIATRIC HEALTH FACILTY","Santa Barbara",0,0.0
21524,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",134188,1.75
21525,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",308488,4.01
21526,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",808916,10.52
21527,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",2951,0.04
21528,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",258132,3.36
21529,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",151800,1.97
21530,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",129051,1.68
21531,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",4331,0.06
21532,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",21424,0.28
21533,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",1442,0.02
21534,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",654819,8.52
21535,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",176130,2.29
21536,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",535599,6.97
21537,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",0,0.0
21538,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",247030,3.21
21539,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",14548,0.19
21540,"REGIONAL MEDICAL CENTER OF SAN JOSE","Santa Clara",192597,2.5
21541,"EL CAMINO HOSPITAL","Santa Clara",301253,2.24
21542,"EL CAMINO HOSPITAL","Santa Clara",759965,5.65
21543,"EL CAMINO HOSPITAL","Santa Clara",1379096,10.25
21544,"EL CAMINO HOSPITAL","Santa Clara",49352,0.37
21545,"EL CAMINO HOSPITAL","Santa Clara",125152,0.93
21546,"EL CAMINO HOSPITAL","Santa Clara",558989,4.15
21547,"EL CAMINO HOSPITAL","Santa Clara",511602,3.8
21548,"EL CAMINO HOSPITAL","Santa Clara",282198,2.1
21549,"EL CAMINO HOSPITAL","Santa Clara",24835,0.18
21550,"EL CAMINO HOSPITAL","Santa Clara",32402,0.24
21551,"EL CAMINO HOSPITAL","Santa Clara",1200185,8.92
21552,"EL CAMINO HOSPITAL","Santa Clara",252295,1.87
21553,"EL CAMINO HOSPITAL","Santa Clara",1294305,9.62
21554,"EL CAMINO HOSPITAL","Santa Clara",0,0.0
21555,"EL CAMINO HOSPITAL","Santa Clara",725525,5.39
21556,"EL CAMINO HOSPITAL","Santa Clara",210613,1.56
21557,"EL CAMINO HOSPITAL","Santa Clara",341921,2.54
21558,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",179796,1.55
21559,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",573640,4.93
21560,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",1110246,9.55
21561,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",2855,0.02
21562,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",306696,2.64
21563,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",208849,1.8
21564,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",188104,1.62
21565,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",0,0.0
21566,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",13519,0.12
21567,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",87504,0.75
21568,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",1073612,9.23
21569,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",150459,1.29
21570,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",834357,7.18
21571,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",0,0.0
21572,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",379037,3.26
21573,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",14600,0.13
21574,"GOOD SAMARITAN HOSPITAL- SAN JOSE","Santa Clara",219144,1.88
21575,"O''CONNOR HOSPITAL","Santa Clara",146172,1.73
21576,"O''CONNOR HOSPITAL","Santa Clara",575594,6.8
21577,"O''CONNOR HOSPITAL","Santa Clara",764940,9.03
21578,"O''CONNOR HOSPITAL","Santa Clara",33178,0.39
21579,"O''CONNOR HOSPITAL","Santa Clara",148860,1.76
21580,"O''CONNOR HOSPITAL","Santa Clara",304892,3.6
21581,"O''CONNOR HOSPITAL","Santa Clara",186978,2.21
21582,"O''CONNOR HOSPITAL","Santa Clara",51979,0.61
21583,"O''CONNOR HOSPITAL","Santa Clara",13889,0.16
21584,"O''CONNOR HOSPITAL","Santa Clara",47511,0.56
21585,"O''CONNOR HOSPITAL","Santa Clara",647184,7.64
21586,"O''CONNOR HOSPITAL","Santa Clara",201866,2.38
21587,"O''CONNOR HOSPITAL","Santa Clara",601034,7.1
21588,"O''CONNOR HOSPITAL","Santa Clara",52289,0.62
21589,"O''CONNOR HOSPITAL","Santa Clara",374173,4.42
21590,"O''CONNOR HOSPITAL","Santa Clara",55762,0.66
21591,"O''CONNOR HOSPITAL","Santa Clara",341685,4.03
21592,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",744327,3.41
21593,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",2408557,11.04
21594,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",1948773,8.93
21595,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",145260,0.67
21596,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",509194,2.33
21597,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",1398496,6.41
21598,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",521440,2.39
21599,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",882962,4.05
21600,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",958,0.0
21601,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",10694,0.05
21602,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",2331883,10.69
21603,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",1991734,9.13
21604,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",1647697,7.55
21605,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",227235,1.04
21606,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",1510187,6.92
21607,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",410467,1.88
21608,"SANTA CLARA VALLEY MEDICAL CENTER","Santa Clara",451458,2.07
21609,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",1105379,4.58
21610,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2591637,10.73
21611,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2208399,9.14
21612,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",18178,0.08
21613,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",601723,2.49
21614,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2107052,8.72
21615,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",835940,3.46
21616,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2397187,9.93
21617,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",179538,0.74
21618,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",619840,2.57
21619,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2101596,8.7
21620,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",1663214,6.89
21621,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",2919094,12.09
21622,"STANFORD UNIVERSITY HOSPITAL","Santa Clara",1901612,7.87
